Propertyname_name,Propertyname_address,Propertyname_price,Propertyname_Name,Propertyname_location,Propertyname_description,Propertyname_imageurl,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Lot type,Property type,price_per_sqft
Zen Suites,"Jalan Langkawi, Taman Danau Kota, 53100, Kuala Lumpur, Setapak, Kuala Lumpur",1750.0,Zen Suites,"Zen Suites, Setapak, Kuala Lumpur","Zetapark @ Zen Suite Setapak KL 618sf for Rent
-618sf
-Block c
-Studio w 1bath
-618sf
-Full furn...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC83ODgyXzE3NDc5MDcyMDBfNUVkZ1BybzVfaW1nMjAyNTA1MjJ3YTAwNTNfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiTUVJRkVOIExPVyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,3.0,618.0,RM 2/sqft,2.0,,condominium,2.831715210355987
Zen Suites,"Jalan Langkawi, Taman Danau Kota, 53100, Kuala Lumpur, Setapak, Kuala Lumpur",1450.0,Zen Suites,"Zen Suites, Setapak, Kuala Lumpur","Block c
studio
partly furnished
available in april 2025
Asking Re...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC83ODgyXzE3NDE0Mzk1NzRfNUVkZ1BybzVfd2hhdHNhcHBpbWFnZTIwMjAwNjE0YXQ4LjA5LjQ2YW1fMC5qcGVnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik1FSUZFTiBMT1ciLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,1.0,1.0,618.0,RM 2/sqft,2.0,non bumi lot,condominium,2.3462783171521036
Zen Suites,"Jalan Langkawi, Taman Danau Kota, 53100, Kuala Lumpur, Setapak, Kuala Lumpur",1650.0,Zen Suites,"Zen Suites, Setapak, Kuala Lumpur","Zetapark @ Zen Suites 1room for Rent
-618sqft
-studio with 1 small meeting room
-fully furnish
Asking Rental RM...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC83ODgyXzE3MzU2MTU3MTBfNUVkZ1BybzVfMjAyNDExMjlfMTUxMDE0XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ik1FSUZFTiBMT1ciLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,1.0,1.0,618.0,RM 2/sqft,2.0,non bumi lot,condominium,2.6699029126213594
11 Gurney Drive,"Persiaran Gurney, 10250, Penang, George Town, Penang",9500.0,11 Gurney Drive,"11 Gurney Drive, George Town, Penang",-''-,https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDQyMDZfMTc0NzI5MDI4Nl81RWRnUHJvNV9pbWdfMTk1M18wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiU1VFIEFVIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,5.0,5.0,4400.0,RM 2/sqft,2.0,,,2.159090909090909
11 Gurney Drive,"Persiaran Gurney, 10250, Penang, George Town, Penang",9500.0,11 Gurney Drive,"11 Gurney Drive, George Town, Penang","Relocating to Penang and seeking a premium living experience? Look no further than 11 Gurney! Our luxury condominiums offer expats an unparalleled blend of sophistication, comfort, and convenience in the heart of Georgetown.
Imagine waking up to stunning sea views, enjoying world-class amenities and having the vibrant energy of Gurney Drive right at your doorstep.
From gourmet dining and upscale shopping to cultural attractions and international schools, everything you need for a fulfilling expat life is within easy reach.
This meticulously designed residences feature, spacious layouts, high-end finishes, modern kitchens and are perfect for individuals and families seeking a comfortable and stylish home away from ho...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDQyMDZfMTc0NzI5MDI4Nl81RWRnUHJvNV9pbWdfMTk1M18wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiU1VFIEFVIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,1555.224852071006,,2.0,,condominium,6.108441481853497
1Tebrau (One Tebrau Residence),"Tebrau Highway, 81100, Johor, Johor Bahru, Johor",1700.0,1Tebrau (One Tebrau Residence),"1Tebrau (One Tebrau Residence), Johor Bahru, Johor","Jb Apartment For Rent, Rm1700
1Tebrau Residence(One Tebrau Residence)
1Room 1Bathroom
Fully Furnished
600Sqft
1 Carpark Lot
Rental Rm1700
📲017-7989715 Blue Chan",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDExOTZfMTc0Nzk5OTQ0M181RWRnUHJvNV8xNzQ3OTk5NDI4NDQ1XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkJMVUUgQ0hBTiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,1.0,620.0,RM 2/sqft,1.0,,condominium,2.7419354838709675
3 Towers,"Jalan Ampang, 50450, Kuala Lumpur, KL City, Kuala Lumpur",1500.0,3 Towers,"3 Towers, Kl City, Kuala Lumpur",""" 3Tower @ Jalan Ampang for Rent ""
========================
Call/Whatsapp : 016-962 9994
=======================...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yNTMyMF8xNzQ3Mjk5OTY2XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI1MDUxNWF0NC41OC4yNnBtMV8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiICAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,1.0,3.0,423.0,RM 3/sqft,2.0,non bumi lot,condominium,3.5460992907801416
"Akasia Apartment, Pusat Bandar Puchong","Jalan Wawasan 2/3, Puchong, Selangor",1100.0,"Akasia Apartment, Puchong","Akasia Apartment, Puchong, Puchong, Selangor","- Basic
- 818 sqft. built-up
- 3 Bedrooms
- 2 Bathrooms
- 1 Carpark
- 1 Water heater (Common Bathroom)
- 1 Air Conditioner (Master Be...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85NTM1Ml8xNzMzOTk2ODU2XzVFZGdQcm81X2xpdmluZ18xXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJLSU0gRk9PSSBDSE9PIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,818.0,RM 1/sqft,1.0,non bumi lot,condominium,1.3447432762836187
Amber Cove @ Impression City,"No. 3, Jalan KSB â€“ Impression 8 Impression City @ Kota Syahbandar, Klebang, Melaka",1300.0,Amber Cove @ Impression City,"Amber Cove @ Impression City, Klebang, Melaka","SEAVIEW + POOLVIEW frontage
2 room 2 bath AMBER COVE RESIDENCE
*** This unit comes with 2x Car Parks FREE ***
located @ Kota Laksamana Kota Syahbandar
@ Impression City
nearby Melaka Encore Th...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYyMDdfMTc0MjY0NTU4NV81RWRnUHJvNV8yMDIzMDMxOF8xMDIxNTVfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiUkFZTU9ORCBMSU0iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,2.0,730.0,RM 1/sqft,2.0,non bumi lot,condominium,1.7808219178082192
Angkasa Condominium,"Jalan Puncak Gading, 56000, Kuala Lumpur, Cheras, Kuala Lumpur",1500.0,Angkasa Condominium,"Angkasa Condominium, Cheras, Kuala Lumpur","- Fully Furnished
- 3 Bedrooms
- 2 Bathrooms
- 1 Carpark
- 3 Aircons 2 Water Heat...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85NTM1Ml8xNzQyODY5NTExXzVFZGdQcm81XzFfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiS0lNIEZPT0kgQ0hPTyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,920.0,RM 1/sqft,1.0,non bumi lot,condominium,1.6304347826086956
Armani SOHO,"Jalan TP 3, 47600, Selangor, Subang Jaya, Selangor",1800.0,Armani SOHO,"Armani Soho, Subang Jaya, Selangor","Nice unit for rent
RM 1800
Can contact for viewing
CK : 016-7237456
Hong: 016-4152829",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYxODFfMTc0Nzg5NjM5MF81RWRnUHJvNV8xXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IiAgIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,3.0,450.0,RM 4/sqft,2.0,,condominium,4.0
Astetica Residences,"Jalan Dagang SB 4/1, Mines Wellness City, 43300, Selangor, Seri Kembangan, Selangor",2100.0,Astetica Residences,"Astetica Residences, Seri Kembangan, Selangor","🏡 For Rent: Astetica Residence – 2 🛏️ 2 🛁 | RM2100/month
✨ Live in Style & Comfort at Astetica Residence, Seri Kembangan! ✨
📍 Prime Location
Just steps away from The Mines, MRT station, eateries, and major highway...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY2NzhfMTc0ODM0MDI5MV81RWRnUHJvNV9pbWcyMDI1MDUxM3dhMDAyMl8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJFUklLIE9IIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,864.0,RM 2/sqft,2.0,,condominium,2.4305555555555554
Astetica Residences,"Jalan Dagang SB 4/1, Mines Wellness City, 43300, Selangor, Seri Kembangan, Selangor",2100.0,Astetica Residences,"Astetica Residences, Seri Kembangan, Selangor","🏡 For Rent: Astetica Residence – 2 🛏️ 2 🛁 | RM2100/month
✨ Live in Style & Comfort at Astetica Residence, Seri Kembangan! ✨
📍 Prime Location
Just steps away from The Mines, MRT station, eateries, and major highway...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY2NzhfMTc0ODM0MDQ2MF81RWRnUHJvNV8xXzAucG5nIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkVSSUsgT0giLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,2.0,864.0,RM 2/sqft,2.0,,condominium,2.4305555555555554
Avara,"Jalan Seputeh, Seputeh, Kuala Lumpur",3500.0,Avara,"Avara, Seputeh, Kuala Lumpur","Avara @ Seputeh, Mid Valley Old Klang Road
Please contact Jack 012-5053680 for enquiry
***********************************************
- Fully Furnished
- 3 Rooms, 2 Baths
- Asking Rental RM3,500 (Negoti...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDAyNjRfMTc0MTA2NDU2M181RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTAzMDRhdDEyLjU4LjM5cG02XzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJKQUNLIFlPTkciLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,1087.0,RM 3/sqft,2.0,,condominium,3.219871205151794
Baiduri Courts,"Jalan BP 14, Bandar Bukit Puchong, 47100, Selangor, Puchong, Selangor",1100.0,Baiduri Courts,"Baiduri Courts, Puchong, Selangor","- 1 unit Aircond
-Fridge
-Heater
-Bed
-Kitchen cabinets
-Sofa",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDQwNDNfMTc0NzEyMjE4MF81RWRnUHJvNV9pbWcyMDI1MDUxM3dhMDA2OV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJBR05FUyBDSElBTkciLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,775.0,RM 1/sqft,1.0,,condominium,1.4193548387096775
Bandar Mahkota Cheras,"Persiaran Mahkota Cheras, Cheras, Selangor",1300.0,Bandar Mahkota Cheras 2-Storey Terrace House For Rent,"Bandar Mahkota Cheras, Cheras, Selangor","FOR RENT – DOUBLE STOREY TERRACE HOUSE @ MAHKOTA CHERAS
NEARBY BMC MALL, NSK HYPERMARKET, BANKS, SHOPS & RESTAURANTS
Property Description:
- Location: Bandar Mahkota Cheras
- Type: 2-Storey Terrace House
- Size: 20...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC83NzU4Ml8xNzQ4MjUzNDg3XzVFZGdQcm81XzEzOTUzYzVlYWI0MTRjYjc5YjFkMDVlMTFiNWE1Y2JlXzAuamZpZiIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJKT1NFUEhJTkUgWU9ORyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,3.0,4.0,1555.224852071006,RM -,2.0,,terrace house,0.8358919922536363
Botanika @ Tebrau Bay,"Jalan Bayu Puteri 2, Taman Bayu Puteri, 80150, Johor, Johor Bahru, Johor",2600.0,Botanika @ Tebrau Bay,"Botanika @ Tebrau Bay, Johor Bahru, Johor","For Rent
📌 Botanika @ Bayu Puteri
☑️- Type: Apartment
☑️- Size: 1200 sqft
☑️- Bedroom: 3+1
☑️- Bathroom: 3
☑️- Fully Furnished
💰Rental: RM 2600
👉 Make an appointment, please contact:
📞 Darren Khor 018-7875888
cherysit",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDI4NDBfMTc0ODUwNDc0MF81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA1MjZhdDAwLjQ4LjE3XzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJEQVJSRU4gS0hPUiIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,3.0,4.0,1200.0,RM 2/sqft,2.0,,condominium,2.1666666666666665
CHENG HEIGHTS CONDOMINIUM,"CHENG HEIGHTS CONDOMINIUM, Melaka Tengah, Melaka",1300.0,CHENG HEIGHTS CONDOMINIUM,"Cheng Heights Condominium, Melaka Tengah, Melaka","CHENG HEIGHTS RESORT CONDO @ MALIM JAYA.
--located in Malim Jaya area
-along AMJ Highway
-easy access to all major areas
-10 mins drive to Jonker Walk Street
-3 bedrooms + 2 bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYyMDdfMTczOTkzNjQ0M181RWRnUHJvNV8yMDIyXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IlJBWU1PTkQgTElNIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,4.0,1100.0,RM 1/sqft,2.0,non bumi lot,condominium,1.1818181818181819
Camellia Residence Seri Austin,"Jalan Seri Austin, Taman Seri Austin, 81100, Johor, Johor Bahru, Johor",1750.0,Camellia Residence Seri Austin,"Camellia Residence Seri Austin, Johor Bahru, Johor","📍Seri Austin Camellia Residence
💰 For Rent RM1750💰
💥2+1Bedroom 2Bath
💥657sqft
💥Fully Fur...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDQyOTdfMTc0ODMzNjQ4MF81RWRnUHJvNV9pbWdfMjAyNTA1MjdfMTYzMzU4XzkwMV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJTQU1BTlRIQSBUQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,657.0,RM 2/sqft,2.0,non bumi lot,condominium,2.6636225266362255
"Central Residence, Sungai Besi","Jalan Sungai Besi, 57100 , Kuala Lumpur, Salak Selatan, Kuala Lumpur",2000.0,"Central Residence, Sungai Besi","Central Residence, Sungai Besi, Salak Selatan, Kuala Lumpur","🏢 For Rent: Central Residence @ Sungai Besi
📍 366 Jalan Sungai Besi, Taman Tasik Pinggiran, 57100 Kuala Lumpur
Unit Details:
📐 Size: 1,050 s...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY2NzhfMTc0ODM0MjYwNV81RWRnUHJvNV9pbWcyMDI1MDUxNHdhMDAwOV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJFUklLIE9IIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,1050.0,RM 1/sqft,2.0,,condominium,1.9047619047619047
"D Villa Equestrian, Kota Damansara","Jalan Kenyalang Kota Damansara,, Petaling Jaya, Selangor",10000.0,𝐃𝐨𝐮𝐛𝐥𝐞 𝐒𝐭𝐨𝐫𝐞𝐲 𝐋𝐢𝐧𝐤 𝐁𝐮𝐧𝐠𝐚𝐥𝐨𝐰 𝐀𝐭 𝐃'𝐕𝐢𝐥𝐥𝐚 𝐄𝐪𝐮𝐞𝐬𝐭𝐫𝐢𝐚𝐧 𝐊𝐨𝐭𝐚 𝐃𝐚𝐦𝐚𝐧𝐬𝐚𝐫𝐚,"D Villa Equestrian, Kota Damansara, Petaling Jaya, Selangor","𝐃𝐨𝐮𝐛𝐥𝐞 𝐒𝐭𝐨𝐫𝐞𝐲 𝐋𝐢𝐧𝐤 𝐁𝐮𝐧𝐠𝐚𝐥𝐨𝐰 𝐀𝐭 𝐃'𝐕𝐢𝐥𝐥𝐚 𝐄𝐪𝐮𝐞𝐬𝐭𝐫𝐢𝐚𝐧 𝐊𝐨𝐭𝐚 𝐃𝐚𝐦𝐚𝐧𝐬𝐚𝐫𝐚
currently vacant
Link bungalow located at
Jalan Kenyalang
Kota Damansa...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDIzNjhfMTcxNjIwNzk3Ml81RWRnUHJvNV8zMF8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiQU5OIExBSSIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,5.0,6.0,4015.0,RM 2/sqft,2.0,,link bungalow / semi-detached,2.4906600249066004
D'Quince Damansara Perdana,"Jalan PJU, 47820, Selangor, Damansara Perdana, Selangor",2300.0,D'Quince Damansara Perdana,"D'Quince Damansara Perdana, Damansara Perdana, Selangor","FOR RENT:
D'QUINCE CENTRAL PARK DAMANSARA, DAMANSARA PERDANA
Live the high life in this stunning newly completed condo, located on the 35th floor with breathtaking views!
Key Featur...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC84MDQ5MV8xNzQxOTQ4MDkzXzVFZGdQcm81X3Bob3RvXzIwMjUwMzEwXzA3MzEwMl8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJNVUhEIFNBSUZVTCBCQVNZQUggQklOIEEgUkFISU0iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,900.0,RM 2/sqft,2.0,,condominium,2.5555555555555554
D'Summit Residences @ Kempas Utama,"Kempas Utama, Johor Bahru, 81200, Johor, Johor Bahru, Johor",1800.0,D'Summit Residences @ Kempas Utama,"D'Summit Residences @ Kempas Utama, Johor Bahru, Johor","D'Summit Residences @ Kempas 2 bedroom & 2 bathroom Intermediate lot for rent RM1800 ! High floor & Welcome All Race ! Furniture - sofa , coffee table, 2 bed , dining table & chair ( all brand new ) Repaint and visible repair will do by owner Fully furnished come with Kitchen Cabinet, Air Con, ceiling fan & lighting ! Kindly contact tommy for more information & early book appointment view ! whatssapp 0194998851...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDUxMjdfMTc0ODM0NjgxNl81RWRnUHJvNV9pbWcyMDI1MDUyN3dhMDA0Ml8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJUT01NWSBQSFVBIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,2.0,764.0,RM 2/sqft,1.0,non bumi lot,condominium,2.356020942408377
Desa ParkCity (The Westside III),"Jalan Residen Utama, Desa Parkcity, Kuala Lumpur, 52200 , Kuala Lumpur, Desa ParkCity, Kuala Lumpur",4300.0,Desa ParkCity (The Westside III),"Desa Parkcity (The Westside Iii), Desa Parkcity, Kuala Lumpur","Well Maintain Unit is ready to welcome for new tenant
Fully furnished with move-in condition
Fully equipped by build in washing machine & Fridge
Master bedrooms with build-in wardro...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8yOTY3NF8xNzQ4NDk1MTY0XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDIxMTAwMWF0Ni4xNi4zNnBtNV8wLmpwZWciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiQ0FST0wgWU9ORyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,2.0,1077.0,RM 3/sqft,2.0,non bumi lot,condominium,3.992571959145775
